Date,Product Name,Quantity
2023-01-11,Product Q,56
2023-01-11,Product R,74
2023-01-11,Product S,78
2023-01-11,Product T,49
2023-01-11,Product U,5
2023-01-11,Product V,70
2023-01-11,Product W,93
2023-01-11,Product X,88
2023-01-11,Product Y,81
2023-01-11,Product Z,93
2023-01-12,Product G,20
2023-01-12,Product K,16
2023-01-12,Product H,49
2023-01-12,Product J,63
2023-01-12,Product A,17
2023-01-12,Product E,97
2023-01-12,Product B,72
2023-01-12,Product D,87
2023-01-12,Product I,72
2023-01-12,Product L,7
2023-01-12,Product C,28
2023-01-12,Product F,63
2023-01-12,Product M,13
2023-01-12,Product N,5
2023-01-12,Product O,15
2023-01-12,Product P,15
2023-01-12,Product Q,40
2023-01-12,Product R,90
2023-01-12,Product S,80
2023-01-12,Product T,18
2023-01-12,Product U,95
2023-01-12,Product V,31
2023-01-12,Product W,9
2023-01-12,Product X,77
2023-01-12,Product Y,60
2023-01-12,Product Z,72
2023-01-13,Product G,33
2023-01-13,Product K,64
2023-01-13,Product H,30
2023-01-13,Product J,58
2023-01-13,Product A,19
2023-01-13,Product E,78
2023-01-13,Product B,72
2023-01-13,Product D,53
2023-01-13,Product I,4
2023-01-13,Product L,6
2023-01-13,Product C,67
2023-01-13,Product F,55
2023-01-13,Product M,30
2023-01-13,Product N,39
2023-01-13,Product O,40
2023-01-13,Product P,96
2023-01-13,Product Q,69
2023-01-13,Product R,14
2023-01-13,Product S,64
2023-01-13,Product T,95
2023-01-13,Product U,73
2023-01-13,Product V,26
2023-01-13,Product W,14
2023-01-13,Product X,80
2023-01-13,Product Y,88
2023-01-13,Product Z,13
2023-01-14,Product G,8
2023-01-14,Product K,14
2023-01-14,Product H,81
2023-01-14,Product J,31
2023-01-14,Product A,12
2023-01-14,Product E,13
2023-01-14,Product B,93
2023-01-14,Product D,100
2023-01-14,Product I,89
2023-01-14,Product L,18
2023-01-14,Product C,77
2023-01-14,Product F,31
2023-01-14,Product M,75
2023-01-14,Product N,79
2023-01-14,Product O,15
2023-01-14,Product P,6
2023-01-14,Product Q,74
2023-01-14,Product R,100
2023-01-14,Product S,30
2023-01-14,Product T,1
2023-01-14,Product U,27
2023-01-14,Product V,67
2023-01-14,Product W,37
2023-01-14,Product X,8
2023-01-14,Product Y,100
2023-01-14,Product Z,83
2023-01-15,Product G,36
2023-01-15,Product K,18
2023-01-15,Product H,51
2023-01-15,Product J,5
2023-01-15,Product A,85
2023-01-15,Product E,98
2023-01-15,Product B,32
2023-01-15,Product D,39
2023-01-15,Product I,97
2023-01-15,Product L,20
2023-01-15,Product C,95
2023-01-15,Product F,64
2023-01-15,Product M,3
2023-01-15,Product N,14
2023-01-15,Product O,21
2023-01-15,Product P,59
2023-01-15,Product Q,52
2023-01-15,Product R,40
2023-01-15,Product S,0
2023-01-15,Product T,28
2023-01-15,Product U,21
2023-01-15,Product V,34
2023-01-15,Product W,8
2023-01-15,Product X,36
2023-01-15,Product Y,70
2023-01-15,Product Z,12
2023-01-16,Product G,78
2023-01-16,Product K,26
2023-01-16,Product H,92
2023-01-16,Product J,25
2023-01-16,Product A,10
2023-01-16,Product E,26
2023-01-16,Product B,87
2023-01-16,Product D,20
2023-01-16,Product I,31
2023-01-16,Product L,83
2023-01-16,Product C,52
2023-01-16,Product F,66
2023-01-16,Product M,24
2023-01-16,Product N,84
2023-01-16,Product O,69
2023-01-16,Product P,86
2023-01-16,Product Q,81
2023-01-16,Product R,83
2023-01-16,Product S,25
2023-01-16,Product T,90
2023-01-16,Product U,97
2023-01-16,Product V,66
2023-01-16,Product W,65
2023-01-16,Product X,26
2023-01-16,Product Y,3
2023-01-16,Product Z,37
2023-01-17,Product G,16
2023-01-17,Product K,94
2023-01-17,Product H,8
2023-01-17,Product J,53
2023-01-17,Product A,44
2023-01-17,Product E,93
2023-01-17,Product B,46
2023-01-17,Product D,98
2023-01-17,Product I,44
2023-01-17,Product L,62
2023-01-17,Product C,84
2023-01-17,Product F,5
2023-01-17,Product M,73
2023-01-17,Product N,85
2023-01-17,Product O,5
2023-01-17,Product P,49
2023-01-17,Product Q,78
2023-01-17,Product R,76
2023-01-17,Product S,51
2023-01-17,Product T,48
2023-01-17,Product U,55
2023-01-17,Product V,30
2023-01-17,Product W,13
2023-01-17,Product X,58
2023-01-17,Product Y,89
2023-01-17,Product Z,69
2023-01-18,Product G,58
2023-01-18,Product K,0
2023-01-18,Product H,62
2023-01-18,Product J,4
2023-01-18,Product A,21
2023-01-18,Product E,39
2023-01-18,Product B,49
2023-01-18,Product D,73
2023-01-18,Product I,76
2023-01-18,Product L,32
2023-01-18,Product C,86
2023-01-18,Product F,29
2023-01-18,Product M,91
2023-01-18,Product N,97
2023-01-18,Product O,100
2023-01-18,Product P,88
2023-01-18,Product Q,87
2023-01-18,Product R,83
2023-01-18,Product S,12
2023-01-18,Product T,13
2023-01-18,Product U,28
2023-01-18,Product V,69
2023-01-18,Product W,32
2023-01-18,Product X,55
2023-01-18,Product Y,56
2023-01-18,Product Z,14
2023-01-19,Product G,59
2023-01-19,Product K,8
2023-01-19,Product H,51
2023-01-19,Product J,87
2023-01-19,Product A,3
2023-01-19,Product E,79
2023-01-19,Product B,14
2023-01-19,Product D,73
2023-01-19,Product I,74
2023-01-19,Product L,94
2023-01-19,Product C,94
2023-01-19,Product F,51
2023-01-19,Product M,1
2023-01-19,Product N,64
2023-01-19,Product O,48
2023-01-19,Product P,100
2023-01-19,Product Q,18
2023-01-19,Product R,89
2023-01-19,Product S,30
2023-01-19,Product T,95
2023-01-19,Product U,28
2023-01-19,Product V,96
2023-01-19,Product W,4
2023-01-19,Product X,81
2023-01-19,Product Y,76
2023-01-19,Product Z,52
2023-01-20,Product G,67
2023-01-20,Product K,96
2023-01-20,Product H,79
2023-01-20,Product J,84
2023-01-20,Product A,16
2023-01-20,Product E,74
2023-01-20,Product B,83
2023-01-20,Product D,77
2023-01-20,Product I,67
2023-01-20,Product L,54
2023-01-20,Product C,78
2023-01-20,Product F,67
2023-01-20,Product M,65
2023-01-20,Product N,11
2023-01-20,Product O,52
2023-01-20,Product P,32
2023-01-20,Product Q,82
2023-01-20,Product R,78
2023-01-20,Product S,23
2023-01-20,Product T,24
2023-01-20,Product U,5
2023-01-20,Product V,18
2023-01-20,Product W,98
2023-01-20,Product X,64
2023-01-20,Product Y,12
2023-01-20,Product Z,77
2023-01-21,Product G,46
2023-01-21,Product K,81
2023-01-21,Product H,27
2023-01-21,Product J,72
2023-01-21,Product A,88
2023-01-21,Product E,40
2023-01-21,Product B,28
2023-01-21,Product D,95
2023-01-21,Product I,12
2023-01-21,Product L,47
2023-01-21,Product C,61
2023-01-21,Product F,53
2023-01-21,Product M,94
2023-01-21,Product N,11
2023-01-21,Product O,87
2023-01-21,Product P,86
2023-01-21,Product Q,86
2023-01-21,Product R,18
2023-01-21,Product S,75
2023-01-21,Product T,41
2023-01-21,Product U,11
2023-01-21,Product V,74
2023-01-21,Product W,69
2023-01-21,Product X,80
2023-01-21,Product Y,33
2023-01-21,Product Z,94
2023-01-22,Product G,21
2023-01-22,Product K,24
2023-01-22,Product H,49
2023-01-22,Product J,57
2023-01-22,Product A,93
2023-01-22,Product E,100
2023-01-22,Product B,29
2023-01-22,Product D,11
2023-01-22,Product I,95
2023-01-22,Product L,48
2023-01-22,Product C,3
2023-01-22,Product F,22
2023-01-22,Product M,64
2023-01-22,Product N,82
2023-01-22,Product O,65
2023-01-22,Product P,73
2023-01-22,Product Q,20
2023-01-22,Product R,98
2023-01-22,Product S,7
2023-01-22,Product T,0
2023-01-22,Product U,39
2023-01-22,Product V,41
2023-01-22,Product W,18
2023-01-22,Product X,36
2023-01-22,Product Y,60
2023-01-22,Product Z,30
2023-01-23,Product G,24
2023-01-23,Product K,21
2023-01-23,Product H,24
2023-01-23,Product J,82
2023-01-23,Product A,13
2023-01-23,Product E,4
2023-01-23,Product B,11
2023-01-23,Product D,40
2023-01-23,Product I,65
2023-01-23,Product L,19
2023-01-23,Product C,32
2023-01-23,Product F,61
2023-01-23,Product M,82
2023-01-23,Product N,66
2023-01-23,Product O,20
2023-01-23,Product P,26
2023-01-23,Product Q,11
2023-01-23,Product R,90
2023-01-23,Product S,96
2023-01-23,Product T,6
2023-01-23,Product U,87
2023-01-23,Product V,85
2023-01-23,Product W,90
2023-01-23,Product X,36
2023-01-23,Product Y,47
2023-01-23,Product Z,10
2023-01-24,Product G,51
2023-01-24,Product K,88
2023-01-24,Product H,73
2023-01-24,Product J,10
2023-01-24,Product A,69
2023-01-24,Product E,15
2023-01-24,Product B,11
2023-01-24,Product D,7
2023-01-24,Product I,71
2023-01-24,Product L,38
2023-01-24,Product C,7
2023-01-24,Product F,85
2023-01-24,Product M,17
2023-01-24,Product N,44
2023-01-24,Product O,69
2023-01-24,Product P,37
2023-01-24,Product Q,75
2023-01-24,Product R,62
2023-01-24,Product S,43
2023-01-24,Product T,1
2023-01-24,Product U,15
2023-01-24,Product V,68
2023-01-24,Product W,94
2023-01-24,Product X,7
2023-01-24,Product Y,32
2023-01-24,Product Z,42
2023-01-25,Product G,23
2023-01-25,Product K,46
2023-01-25,Product H,79
2023-01-25,Product J,51
2023-01-25,Product A,1
2023-01-25,Product E,92
2023-01-25,Product B,80
2023-01-25,Product D,96
2023-01-25,Product I,55
2023-01-25,Product L,92
2023-01-25,Product C,33
2023-01-25,Product F,52
2023-01-25,Product M,76
2023-01-25,Product N,48
2023-01-25,Product O,77
2023-01-25,Product P,72
2023-01-25,Product Q,74
2023-01-25,Product R,5
2023-01-25,Product S,92
2023-01-25,Product T,6
2023-01-25,Product U,83
2023-01-25,Product V,27
2023-01-25,Product W,4
2023-01-25,Product X,87
2023-01-25,Product Y,87
2023-01-25,Product Z,34
2023-01-26,Product G,19
2023-01-26,Product K,65
2023-01-26,Product H,31
2023-01-26,Product J,20
2023-01-26,Product A,22
2023-01-26,Product E,81
2023-01-26,Product B,98
2023-01-26,Product D,27
2023-01-26,Product I,77
2023-01-26,Product L,21
2023-01-26,Product C,92
2023-01-26,Product F,64
2023-01-26,Product M,60
2023-01-26,Product N,88
2023-01-26,Product O,9
2023-01-26,Product P,58
2023-01-26,Product Q,40
2023-01-26,Product R,14
2023-01-26,Product S,39
2023-01-26,Product T,89
2023-01-26,Product U,89
2023-01-26,Product V,21
2023-01-26,Product W,7
2023-01-26,Product X,8
2023-01-26,Product Y,70
2023-01-26,Product Z,32
2023-01-27,Product G,86
2023-01-27,Product K,56
2023-01-27,Product H,57
2023-01-27,Product J,50
2023-01-27,Product A,33
2023-01-27,Product E,63
2023-01-27,Product B,83
2023-01-27,Product D,100
2023-01-27,Product I,56
2023-01-27,Product L,81
2023-01-27,Product C,74
2023-01-27,Product F,90
2023-01-27,Product M,71
2023-01-27,Product N,88
2023-01-27,Product O,5
2023-01-27,Product P,60
2023-01-27,Product Q,35
2023-01-27,Product R,13
2023-01-27,Product S,46
2023-01-27,Product T,43
2023-01-27,Product U,65
2023-01-27,Product V,52
2023-01-27,Product W,35
2023-01-27,Product X,60
2023-01-27,Product Y,12
2023-01-27,Product Z,35
2023-01-28,Product G,36
2023-01-28,Product K,81
2023-01-28,Product H,43
2023-01-28,Product J,88
2023-01-28,Product A,76
2023-01-28,Product E,97
2023-01-28,Product B,37
2023-01-28,Product D,59
2023-01-28,Product I,4
2023-01-28,Product L,87
2023-01-28,Product C,52
2023-01-28,Product F,62
2023-01-28,Product M,90
2023-01-28,Product N,53
2023-01-28,Product O,38
2023-01-28,Product P,22
2023-01-28,Product Q,10
2023-01-28,Product R,12
2023-01-28,Product S,88
2023-01-28,Product T,36
2023-01-28,Product U,66
2023-01-28,Product V,4
2023-01-28,Product W,32
2023-01-28,Product X,40
2023-01-28,Product Y,95
2023-01-28,Product Z,93
2023-01-29,Product G,65
2023-01-29,Product K,30
2023-01-29,Product H,64
2023-01-29,Product J,45
2023-01-29,Product A,57
2023-01-29,Product E,41
2023-01-29,Product B,13
2023-01-29,Product D,34
2023-01-29,Product I,28
2023-01-29,Product L,49
2023-01-29,Product C,85
2023-01-29,Product F,66
2023-01-29,Product M,63
2023-01-29,Product N,71
2023-01-29,Product O,53
2023-01-29,Product P,36
2023-01-29,Product Q,67
2023-01-29,Product R,33
2023-01-29,Product S,87
2023-01-29,Product T,99
2023-01-29,Product U,97
2023-01-29,Product V,81
2023-01-29,Product W,10
2023-01-29,Product X,38
2023-01-29,Product Y,32
2023-01-29,Product Z,64
2023-01-30,Product G,99
2023-01-30,Product K,8
2023-01-30,Product H,81
2023-01-30,Product J,42
2023-01-30,Product A,83
2023-01-30,Product E,78
2023-01-30,Product B,63
2023-01-30,Product D,54
2023-01-30,Product I,61
2023-01-30,Product L,34
2023-01-30,Product C,91
2023-01-30,Product F,11
2023-01-30,Product M,91
2023-01-30,Product N,53
2023-01-30,Product O,58
2023-01-30,Product P,7
2023-01-30,Product Q,40
2023-01-30,Product R,34
2023-01-30,Product S,11
2023-01-30,Product T,8
2023-01-30,Product U,80
2023-01-30,Product V,95
2023-01-30,Product W,22
2023-01-30,Product X,73
2023-01-30,Product Y,25
2023-01-30,Product Z,13
2023-01-31,Product G,22
2023-01-31,Product K,100
2023-01-31,Product H,62
2023-01-31,Product J,32
2023-01-31,Product A,39
2023-01-31,Product E,98
2023-01-31,Product B,98
2023-01-31,Product D,6
2023-01-31,Product I,88
2023-01-31,Product L,54
2023-01-31,Product C,87
2023-01-31,Product F,43
2023-01-31,Product M,1
2023-01-31,Product N,31
2023-01-31,Product O,75
2023-01-31,Product P,46
2023-01-31,Product Q,83
2023-01-31,Product R,69
2023-01-31,Product S,29
2023-01-31,Product T,15
2023-01-31,Product U,50
2023-01-31,Product V,32
2023-01-31,Product W,99
2023-01-31,Product X,35
2023-01-31,Product Y,15
2023-01-31,Product Z,77
2023-02-01,Product G,92
2023-02-01,Product K,14
2023-02-01,Product H,74
2023-02-01,Product J,69
2023-02-01,Product A,63
2023-02-01,Product E,15
2023-02-01,Product B,0
2023-02-01,Product D,53
2023-02-01,Product I,33
2023-02-01,Product L,90
2023-02-01,Product C,97
2023-02-01,Product F,32
2023-02-01,Product M,94
2023-02-01,Product N,90
2023-02-01,Product O,12
2023-02-01,Product P,69
2023-02-01,Product Q,4
2023-02-01,Product R,43
2023-02-01,Product S,65
2023-02-01,Product T,11
2023-02-01,Product U,2
2023-02-01,Product V,8
2023-02-01,Product W,100
2023-02-01,Product X,97
2023-02-01,Product Y,50
2023-02-01,Product Z,94
2023-02-02,Product G,24
2023-02-02,Product K,23
2023-02-02,Product H,5
2023-02-02,Product J,31
2023-02-02,Product A,76
2023-02-02,Product E,100
2023-02-02,Product B,10
2023-02-02,Product D,66
2023-02-02,Product I,74
2023-02-02,Product L,93
2023-02-02,Product C,67
2023-02-02,Product F,54
2023-02-02,Product M,31
2023-02-02,Product N,99
2023-02-02,Product O,30
2023-02-02,Product P,86
2023-02-02,Product Q,52
2023-02-02,Product R,53
2023-02-02,Product S,31
2023-02-02,Product T,35
2023-02-02,Product U,44
2023-02-02,Product V,37
2023-02-02,Product W,93
2023-02-02,Product X,49
2023-02-02,Product Y,81
2023-02-02,Product Z,28
2023-02-03,Product G,74
2023-02-03,Product K,71
2023-02-03,Product H,85
2023-02-03,Product J,11
2023-02-03,Product A,70
2023-02-03,Product E,18
2023-02-03,Product B,96
2023-02-03,Product D,90
2023-02-03,Product I,27
2023-02-03,Product L,40
2023-02-03,Product C,6
2023-02-03,Product F,40
2023-02-03,Product M,72
2023-02-03,Product N,82
2023-02-03,Product O,32
2023-02-03,Product P,4
2023-02-03,Product Q,85
2023-02-03,Product R,78
2023-02-03,Product S,94
2023-02-03,Product T,1
2023-02-03,Product U,46
2023-02-03,Product V,98
2023-02-03,Product W,72
2023-02-03,Product X,24
2023-02-03,Product Y,33
2023-02-03,Product Z,49
2023-02-04,Product G,68
2023-02-04,Product K,4
2023-02-04,Product H,94
2023-02-04,Product J,96
2023-02-04,Product A,19
2023-02-04,Product E,77
2023-02-04,Product B,63
2023-02-04,Product D,30
2023-02-04,Product I,55
2023-02-04,Product L,58
2023-02-04,Product C,16
2023-02-04,Product F,26
2023-02-04,Product M,4
2023-02-04,Product N,52
2023-02-04,Product O,19
2023-02-04,Product P,91
2023-02-04,Product Q,7
2023-02-04,Product R,47
2023-02-04,Product S,43
2023-02-04,Product T,84
2023-02-04,Product U,4
2023-02-04,Product V,15
2023-02-04,Product W,1
2023-02-04,Product X,56
2023-02-04,Product Y,47
2023-02-04,Product Z,65
2023-02-05,Product G,74
2023-02-05,Product K,16
2023-02-05,Product H,85
2023-02-05,Product J,87
2023-02-05,Product A,97
2023-02-05,Product E,66
2023-02-05,Product B,62
2023-02-05,Product D,16
2023-02-05,Product I,46
2023-02-05,Product L,23
2023-02-05,Product C,94
2023-02-05,Product F,90
2023-02-05,Product M,97
2023-02-05,Product N,72
2023-02-05,Product O,71
2023-02-05,Product P,77
2023-02-05,Product Q,93
2023-02-05,Product R,62
2023-02-05,Product S,76
2023-02-05,Product T,5
2023-02-05,Product U,95
2023-02-05,Product V,76
2023-02-05,Product W,31
2023-02-05,Product X,67
2023-02-05,Product Y,24
2023-02-05,Product Z,85
2023-02-06,Product G,64
2023-02-06,Product K,29
2023-02-06,Product H,20
2023-02-06,Product J,15
2023-02-06,Product A,98
2023-02-06,Product E,59
2023-02-06,Product B,41
2023-02-06,Product D,66
2023-02-06,Product I,91
2023-02-06,Product L,62
2023-02-06,Product C,51
2023-02-06,Product F,68
2023-02-06,Product M,29
2023-02-06,Product N,79
2023-02-06,Product O,78
2023-02-06,Product P,6
2023-02-06,Product Q,40
2023-02-06,Product R,98
2023-02-06,Product S,91
2023-02-06,Product T,60
2023-02-06,Product U,79
2023-02-06,Product V,7
2023-02-06,Product W,14
2023-02-06,Product X,45
2023-02-06,Product Y,88
2023-02-06,Product Z,82
2023-02-07,Product G,13
2023-02-07,Product K,84
2023-02-07,Product H,58
2023-02-07,Product J,87
2023-02-07,Product A,42
2023-02-07,Product E,81
2023-02-07,Product B,45
2023-02-07,Product D,68
2023-02-07,Product I,85
2023-02-07,Product L,75
2023-02-07,Product C,7
2023-02-07,Product F,92
2023-02-07,Product M,77
2023-02-07,Product N,10
2023-02-07,Product O,11
2023-02-07,Product P,34
2023-02-07,Product Q,70
2023-02-07,Product R,6
2023-02-07,Product S,26
2023-02-07,Product T,96
2023-02-07,Product U,21
2023-02-07,Product V,38
2023-02-07,Product W,0
2023-02-07,Product X,34
2023-02-07,Product Y,84
2023-02-07,Product Z,22
2023-02-08,Product G,98
2023-02-08,Product K,37
2023-02-08,Product H,94
2023-02-08,Product J,24
2023-02-08,Product A,28
2023-02-08,Product E,66
2023-02-08,Product B,31
2023-02-08,Product D,2
2023-02-08,Product I,5
2023-02-08,Product L,52
2023-02-08,Product C,95
2023-02-08,Product F,100
2023-02-08,Product M,54
2023-02-08,Product N,90
2023-02-08,Product O,84
2023-02-08,Product P,84
2023-02-08,Product Q,84
2023-02-08,Product R,80
2023-02-08,Product S,61
2023-02-08,Product T,6
2023-02-08,Product U,12
2023-02-08,Product V,77
2023-02-08,Product W,87
2023-02-08,Product X,79
2023-02-08,Product Y,90
2023-02-08,Product Z,39
2023-02-09,Product G,8
2023-02-09,Product K,83
2023-02-09,Product H,8
2023-02-09,Product J,76
2023-02-09,Product A,91
2023-02-09,Product E,58
2023-02-09,Product B,57
2023-02-09,Product D,13
2023-02-09,Product I,83
2023-02-09,Product L,92
2023-02-09,Product C,65
2023-02-09,Product F,26
2023-02-09,Product M,69
2023-02-09,Product N,88
2023-02-09,Product O,6
2023-02-09,Product P,20
2023-02-09,Product Q,39
2023-02-09,Product R,94
2023-02-09,Product S,0
2023-02-09,Product T,90
2023-02-09,Product U,22
2023-02-09,Product V,77
2023-02-09,Product W,53
2023-02-09,Product X,84
2023-02-09,Product Y,30
2023-02-09,Product Z,89
2023-02-10,Product G,95
2023-02-10,Product K,48
2023-02-10,Product H,39
2023-02-10,Product J,80
2023-02-10,Product A,5
2023-02-10,Product E,59
2023-02-10,Product B,77
2023-02-10,Product D,5
2023-02-10,Product I,46
2023-02-10,Product L,24
2023-02-10,Product C,84
2023-02-10,Product F,2
2023-02-10,Product M,60
2023-02-10,Product N,66
2023-02-10,Product O,35
2023-02-10,Product P,59
2023-02-10,Product Q,96
2023-02-10,Product R,97
2023-02-10,Product S,69
2023-02-10,Product T,63
2023-02-10,Product U,0
2023-02-10,Product V,75
2023-02-10,Product W,46
2023-02-10,Product X,88
2023-02-10,Product Y,55
